1000000 100000
1 60668 712646872
1 998669 23927139
2 152388 786841
1 997055 -11728048
1 693905 -822161639
1 288921 111088634
1 58071 -684898873
1 802548 61495157
1 804687 -500790097
2 174704 713949
2 91257 139633
1 772217 -636119844
1 955548 153312771
1 934717 -620683370
2 93169 258856
2 743849 954247
1 344388 -976280380
1 251536 -361335046
1 275943 774479916
1 558408 -349027556
2 159465 617991
1 134474 -979948542
2 3938 190369
1 451274 197387050
1 780998 877165946
1 837362 105211116
1 62564 372636103
1 882955 425983300
1 96279 -512852281
1 462898 529413591
1 458362 853661464
1 744708 -942228712
1 404630 274866756
2 137728 458682
1 989284 171250419
1 496892 -735646552
1 448388 -99725497
1 419149 -559635337
1 127379 -128509500
2 77126 738682
1 191921 -17069575
1 364583 -673929442
1 39540 -853656811
1 268042 -518487605
1 887355 686076511
1 783774 15231334
1 806852 -934483427
2 401544 876907
1 505433 -518691272
1 587181 -276808581
1 345620 -259379227
1 716615 -317405390
1 884860 429010338
1 815515 -524678582
2 465562 717605
1 50278 -514159511
2 406557 738271
1 525260 355095188
1 230257 -432228380
1 500587 467034635
1 973015 -572259974
1 404740 -13852610
1 989554 466239550
1 545421 -419916280
1 165044 -806121696
2 116797 596857
1 299092 -695607858
1 287327 659821093
1 437630 -289252599
1 953200 337465378
1 400915 589140182
1 297301 -255279186
1 576634 929171228
2 206377 745336
1 512149 -425161495
1 590460 -475945275
1 721209 -449392280
1 182860 869515139
1 505347 -48846373
2 266361 368147
1 474865 50068204
1 786306 -562079645
1 191497 738234650
1 323123 -699292287
1 702508 593074331
1 269943 -727749435
2 389587 888798
1 74750 -665465013
2 522928 712693
1 253575 -620862722
1 588672 760768024
2 108153 758384
1 516965 547144185
1 154082 491539126
1 121160 -871502905
1 365808 515153524
2 339151 395795
1 279728 66969744
1 890091 -489548215
2 135887 641322
1 610695 78012495
1 288041 -880921747
1 386763 536123703
1 209468 -909515051
1 220217 228337201
1 402136 -108694582
1 505993 -381423560
1 271781 -360773484
1 825925 -572138790
1 71565 -891558709
1 513411 -581963083
1 41761 448072991
1 263409 -462560840
2 469463 618205
1 57218 -220746884
1 886410 112625756
2 334354 672007
1 22719 809255460
1 993023 202987151
1 875577 135558748
2 272329 323198
1 504689 148776944
1 35626 105758912
1 32958 942534251
1 182871 -231034463
1 38078 -468181019
1 215774 999991267
2 344596 693276
1 259311 391585508
1 860325 -859865943
1 944150 -340583111
1 760460 -315972261
1 329647 418549838
1 889896 996530289
2 125941 263623
2 77163 388861
1 737999 -385719765
2 368981 919219
1 310371 901611970
1 827351 438324475
1 779719 -310436179
1 118221 -533227682
1 553573 752595278
1 538082 -612905046
1 840544 -564242624
1 667605 -661288873
2 380842 903938
1 166958 241310164
1 343551 -185905763
1 139851 425411967
1 213205 -913155328
1 623499 -381453163
1 888552 -624117928
1 158373 382969435
1 459406 -303412125
1 907878 469282229
1 976436 -750178249
1 274610 -246006543
1 215731 -900474246
1 512719 -961249163
1 600571 -60211439
1 706937 -330836238
1 241164 -335474587
1 37247 837423413
1 397589 -106926565
1 418004 577884861
1 50420 661499184
1 982619 328430313
1 474262 610131231
1 68012 -26619559
1 575046 657738969
1 647590 -127979533
1 521953 -155729927
1 399373 -853416608
1 671162 985685136
1 117422 736900931
1 98004 97383820
2 613507 829665
1 898839 -890147062
1 788172 732071837
2 568728 673300
1 186729 425962969
2 30987 683538
2 769065 831351
2 77029 121074
1 172934 -898833403
1 819938 243129813
1 520785 339135931
1 378953 -56692674
1 217369 566495635
1 290135 -982621018
1 387773 -659847201
1 54061 -706165985
1 411285 -77543226
1 163616 698999072
1 577080 -713279105
2 238655 466115
1 379675 -786877543
1 363138 -923862156
1 128443 -722147041
1 770648 462368193
1 137907 997719911
2 399756 836416
2 594234 928789
1 413945 867037558
1 315778 -812139687
1 418157 -172906584
1 484642 863403874
1 477281 -533970000
1 115049 332348606
1 379122 696561267
1 67525 -377189139
2 26077 452954
2 49175 631519
2 620 214853
2 427250 691626
1 397615 -573020406
1 888087 705247373
1 956221 112764508
1 507039 -404333086
1 38518 -898549155
1 455717 745321383
2 102666 141547
2 20678 300212
2 613099 948788
2 648602 842649
1 695516 170321608
1 970932 -575321651
2 169536 241646
2 17786 832978
1 817231 845674334
1 810918 -970270562
2 771372 799340
1 841547 978841783
2 128306 345259
1 607812 -998980490
2 232643 571454
2 770269 942122
1 433563 -447459643
1 908364 -418724342
1 33051 773835551
2 331768 429390
1 907680 184200080
1 305044 421369832
1 567857 -155136661
2 203440 563596
2 275367 630885
1 392278 937143231
1 698511 -615204179
1 154435 -571369283
2 196503 733905
2 272628 545936
1 946232 -723007394
1 490879 673058971
2 380160 575513
2 328934 394576
1 477479 337919447
1 563954 582292744
2 569714 959374
1 831459 -384752345
1 507743 604850129
2 80310 650735
2 55886 693528
1 124489 -50078433
1 851850 959337329
1 30759 -840822095
2 456715 492319
1 485145 785300268
1 665230 -186703577
2 56652 382447
1 643072 700527071
1 222510 -8373614
1 553241 -147351917
1 835957 -720230634
1 127401 -761539801
1 75644 -756833318
1 225079 -224165505
1 32546 -271644126
1 2480 343130427
2 471590 888962
1 307823 118998897
2 653334 914839
2 16768 344534
1 894713 276792001
1 501883 -175928938
1 230070 455255160
1 593599 118387704
1 432763 583428065
2 78311 137567
2 228865 438970
1 126474 -969438749
1 937662 -835209609
1 797757 -54940795
2 552131 750216
1 667765 88113003
2 412409 851832
2 247864 479342
1 848563 946333746
1 829264 -129714033
1 608097 54121313
2 333747 952958
1 354988 -207102973
1 56389 403823904
1 205434 680095965
1 626978 -86267007
1 403563 175831652
1 447215 -454004347
1 329548 -304110497
1 188686 749747965
2 402506 704570
1 961609 -82160648
1 877616 -604987286
2 740899 887178
1 191427 827871520
1 949706 -210061051
1 462550 -47326553
1 919077 908936142
1 686157 946880958
2 63306 850525
1 203556 515954083
1 451636 -713855521
2 434757 690600
2 262656 640488
2 643626 709147
1 199324 872923904
2 220629 365714
2 301844 577109
1 346592 -260597066
1 816454 683543457
1 770806 -27300988
2 230269 493022
1 944632 -265355570
1 291633 -473525639
1 24503 461695211
1 610076 180354715
1 460123 -160634801
1 289718 262861259
1 512825 457842871
1 337814 -953344793
2 295118 852276
1 579681 -227025892
1 530362 -610559329
2 550287 840155
1 139324 -273416231
1 666192 -21708432
1 876290 -232226061
1 622641 -853971437
1 562531 -643323137
2 812020 818970
1 828512 604807702
2 116439 712011
1 341342 -652885548
1 536614 -758822509
1 720130 891559557
2 530303 632909
1 416466 603932003
2 362302 866176
2 238897 802452
1 456142 -306070745
1 379577 -945212371
1 199318 278808137
1 938030 585252140
1 904923 -446602222
1 849122 -853886717
1 752438 -104094715
1 497473 277274500
2 203933 423568
2 768499 855249
1 701460 -862824270
1 615953 179436574
1 885840 -304295591
2 119997 853030
1 619065 -633223812
2 342382 568025
2 394079 847221
1 938443 979112490
2 795594 979802
2 309034 730451
1 921625 -616996667
1 145170 -452318520
2 148276 601866
1 174657 -556178000
1 879250 392914760
1 315698 490154345
1 650757 209558991
1 722750 -235167555
2 23442 896033
2 630563 778848
1 754329 906699098
1 859337 -969878764
2 344711 833414
1 804966 -326327329
2 82861 284177
1 807758 309356050
1 13523 -220820875
1 31814 108351650
1 611712 503355450
1 572655 -416325394
1 39541 -160360063
1 923051 -332980328
1 188222 -77474701
1 289157 -423380725
1 564218 440967836
1 877601 220714324
1 874521 375254457
1 267693 286179575
1 47350 704603870
1 92310 786403245
1 915933 -86398833
1 471057 816582300
1 234740 284557465
1 474114 -184304718
1 423736 702123878
1 500412 272238112
1 297950 93276405
1 619344 609056380
2 249936 382906
1 403248 82299704
1 205744 -751858492
1 483116 -980421163
1 921527 15193495
1 413923 -328124046
1 495832 210968576
1 248847 -501955047
2 158986 866755
1 593822 960597026
2 166757 288941
1 407039 -844507329
1 955367 214720002
1 930192 -294009236
1 488065 -126569552
1 30948 -140188387
2 426815 829679
1 241275 588136610
2 115740 523336
1 810876 718163270
2 142765 895552
1 228726 690689427
1 965345 -494633084
2 470693 806854
1 396306 154967837
1 707950 36222161
1 142754 -106078193
1 422901 -300707108
1 271456 -41170917
1 373059 417599889
1 604392 900964804
1 980058 -641064538
2 208986 593180
1 718157 -473581191
1 655873 -207669366
1 817924 -49686760
2 14131 907128
1 231372 -212957196
1 371 700675097
2 164643 256538
1 575663 -9064523
1 644238 410057989
1 144824 -22534260
1 55901 629424837
1 159934 -62329926
1 193983 939880807
1 849540 -438776746
2 601113 930135
1 827770 -517602289
1 981428 112793076
1 878893 -12595850
2 280195 505310
1 731793 130494227
1 764826 754328553
1 974869 -204608664
1 955316 -819260590
1 503199 333023070
1 273766 386637295
1 891590 770858644
2 437886 439234
1 437457 -179380263
2 248032 460154
1 638245 372778044
1 236631 -608261432
1 676080 378543520
2 301317 753173
1 386861 -868508811
1 737229 537855687
1 812128 -777896342
1 789889 531583188
1 691460 240958966
2 253377 283059
1 970084 -740534449
1 720693 916386437
1 49070 -104977931
1 996749 -739521166
1 666819 -696066371
1 851078 276740869
2 875071 926238
1 805235 -318314969
2 691071 705496
1 615378 518190571
1 11130 494244366
2 66980 699189
1 819200 963000886
2 121177 240697
1 508683 222062097
1 490249 -874577735
2 557360 572592
1 954805 683228546
1 131004 223818683
1 507980 746144607
1 440256 994011831
1 133174 419463030
2 112073 774636
2 437658 523319
1 317084 -48097967
1 591654 -445710620
1 847276 -856096644
1 809301 -136219028
2 408112 880213
1 652010 -25683225
2 246896 424986
1 869422 -199604390
2 104065 974655
1 326344 298838722
2 24846 434315
1 553204 -139987309
1 753567 600271500
1 138625 184507750
1 234465 -677908462
1 53104 678920206
1 808268 405812786
2 53746 793143
2 133070 852241
1 849582 989758962
1 834271 731106207
1 920624 -748284617
1 114678 -773263255
1 445150 -877270956
1 552300 -317922193
1 735156 -783510311
1 240830 -131231533
2 126186 842469
1 835068 -873915027
1 860261 18486435
1 343917 -289680014
2 44363 622805
2 72103 622981
1 24095 -503765439
1 395261 -389603144
1 664876 -368018072
1 923183 -70988455
1 825387 826604462
2 7843 326242
1 966362 -12162669
1 788782 188933675
1 510454 -661655081
1 185664 502579958
1 398677 209740044
1 405278 262829122
2 737938 806827
1 867684 80118476
1 882486 913709921
1 37950 462554252
1 866048 146905264
1 310773 346196644
2 318210 864875
1 246652 -102822535
1 171422 -48315068
2 183410 824698
1 541130 -940857234
1 331182 -646734389
2 571240 662694
2 341888 916739
1 520141 -89171861
1 76087 -772918173
1 677122 245708735
1 771883 515671274
1 279780 778240173
1 884234 90859874
1 883054 592388949
1 60633 458046163
1 364619 579131495
1 361436 -575869462
1 558775 -777832286
1 340321 -71848082
1 786763 489672856
1 992891 -909544697
1 327517 501942518
1 420273 664566292
1 791791 89054315
1 969502 436201671
1 952279 108510647
1 628381 565515970
1 685817 -253470000
1 230776 852262847
2 144841 759090
2 316713 838964
1 312494 -323408099
1 195905 831831087
1 784916 -562047414
1 468128 510370027
2 151354 289372
2 492338 868065
1 435479 -766525058
1 385641 293236614
1 435081 -164072584
1 399672 -527484577
2 228514 920379
2 537440 705116
1 931329 -907033724
1 679918 37910771
1 694897 -886896421
1 593221 61991286
1 476788 -873430081
1 370248 -263417804
1 799054 956235431
1 309770 -141050327
1 144707 773698387
1 445912 -589899319
2 146273 463721
2 659070 774704
1 3956 814464741
1 563107 788276469
1 855849 -455940306
1 96151 -927855902
1 6559 802709098
1 946471 541006463
2 158195 978236
1 916453 -77011167
1 429854 434098179
1 826765 688641928
1 764066 713037652
2 784495 884229
2 222287 935621
1 35023 -468060192
1 262254 -487557881
1 173597 -734806390
1 856248 726127769
1 620791 428581580
1 567348 752299310
1 159691 -158986154
2 465196 759867
2 563976 577203
1 765329 102888595
1 110764 -610323407
1 431271 -390547851
1 387945 440201933
1 422995 -274990651
1 214213 227179012
1 621249 -83637997
1 610174 -265648870
1 94329 -308945096
1 614761 -436387529
1 775283 -389362212
1 918646 861494009
1 68984 -452675515
1 203339 952310245
2 129914 853265
1 454333 -189007800
1 233438 -387096171
1 615811 884404018
2 22265 519513
1 927172 -18555622
1 433446 -949018259
2 93094 223668
1 782509 -993509039
1 318120 -449446750
1 296597 366086064
1 351801 -601097664
2 301190 465636
2 60495 394145
1 756497 -120755345
1 36836 456934142
1 37066 399460300
1 424828 -851004379
1 777594 900313043
2 708855 712295
2 41236 769341
1 210118 -741161649
1 345718 978443707
1 365464 -880642901
1 973859 -174991247
1 629858 481251004
2 31043 824098
1 52239 -847513874
1 157809 149057299
1 587536 -270071912
2 424972 554959
1 461340 -526717355
1 301282 -133824898
2 208535 979629
1 321076 -521728012
1 962572 -434194781
1 684738 -433512429
2 519917 821502
1 2247 29584278
1 127498 734296094
1 385800 -98657285
1 575350 -766959582
2 319858 425928
1 719331 177286014
1 811435 -694090342
1 570507 -637471508
1 866715 -111144336
1 42439 609111582
2 64015 764409
1 152312 -382364771
1 835999 268657617
2 41481 628826
2 525802 727969
2 711750 842882
1 558365 -681710400
1 786275 791662097
1 884932 -854106691
1 376402 -271557900
1 719473 -455307028
1 54125 489390640
1 43795 691208193
1 211850 628747836
1 573356 74579000
1 687031 372543621
1 273470 718182213
1 891965 -111661914
1 405214 532729927
1 67706 856546188
2 396833 594572
1 434524 -769838322
1 303188 -780737082
1 838992 -747168568
1 753417 80923076
1 293465 232103413
2 307079 394199
1 988347 -780028965
1 329424 -301521602
1 356889 -782868138
1 971383 368214652
2 254913 470208
1 182356 -827555863
1 14656 -727073867
1 550732 612198064
1 647684 306997777
2 87009 791972
1 795573 -857185640
1 902582 -727272392
2 21908 374958
1 991618 -587586409
1 327512 -18212088
1 533409 157745792
2 207943 223103
1 688392 -908547188
1 959755 -527284272
1 373347 315957260
1 262434 295948629
1 664687 -608012066
2 532095 893356
1 69735 -161593896
2 145990 530785
2 484913 961576
2 518336 576344
1 887196 298379376
1 20697 -578842101
2 201133 438442
1 195709 -421954478
2 452476 544272
1 406740 -153717318
1 210339 -284765485
1 553639 154908815
2 214330 783998
1 392499 -464089311
1 470478 715211599
1 461752 638387438
1 715054 477601622
2 227103 436848
2 453714 521608
1 394914 66939070
2 48033 463003
2 521463 926529
2 359414 465917
1 836055 -445450980
2 752693 899963
2 536803 821995
2 1206 754302
2 80435 402860
2 39190 334905
2 284205 579245
1 503062 12297560
2 37135 701141
1 119148 -616375502
1 45155 432692234
1 486523 -867358572
2 326659 927367
1 482632 451706142
1 519450 -194936084
2 51682 659700
1 350089 701198753
1 547494 5262102
2 194197 846676
1 967142 -386810837
1 13525 -291511615
1 590060 -914531089
1 633670 -706296861
1 320387 229266830
1 280193 19845532
1 41032 376956483
1 5224 442177902
1 456848 -479958148
1 990648 -940775056
1 381278 871100251
1 68592 871955703
1 759300 -347092829
1 45494 566470836
2 570305 870764
1 815737 987443656
1 4062 -866294112
1 278390 58865994
1 602245 710772439
1 22411 375918869
1 834253 297750085
1 223825 -642658365
1 905333 -380924523
1 898644 -255109073
1 487046 485951013
1 25221 -129282000
2 248217 922543
1 904056 145490008
1 226714 662138515
1 28028 335981678
1 792206 -771701797
1 626839 -705216915
1 432237 -576184297
2 321509 968897
2 95159 198319
1 428260 380737523
1 625624 -180068279
2 671366 978630
2 294789 968768
1 153875 721808627
1 154439 -37806718
1 746325 281742963
1 469006 391774180
1 813788 419423659
1 413128 318328193
1 182694 584519852
1 392825 -562252008
1 413080 -709928170
2 306200 843445
1 851733 988116139
2 271418 810172
1 247423 675098508
1 420903 -520380716
1 349921 -296284175
1 216852 254877352
2 102063 267552
1 96888 -683578522
1 44637 -443889650
1 913438 861238802
1 370871 606348769
2 108444 545973
1 848581 -580185231
1 137693 -118134656
1 834646 -841855146
1 515640 -295052978
1 149950 514920168
1 856494 79476009
1 425901 253813108
1 921570 -497052687
1 800734 865015689
1 608357 393059491
2 64532 545142
2 28755 360474
1 779172 -934185458
1 299724 848854970
1 665916 380529635
1 178957 -406051674
1 951735 -825098304
1 514639 -133063229
1 994253 366191507
1 918564 -269987328
1 69432 -295074409
1 344648 -747634601
2 333369 879561
1 165093 -72493532
1 429321 -488930884
1 998899 -439106921
1 860260 -496890279
1 709331 -778473737
1 936765 985113574
1 560016 312476128
1 448291 -76961713
2 534266 827667
1 195044 479714718
1 164754 -892864801
1 997058 233682327
2 795302 892568
2 478638 920867
1 483787 -876084375
1 870267 10494899
1 14872 -907976321
2 432054 841118
2 131082 646516
1 361528 724725127
1 378395 524149551
2 301009 531229
2 261815 754773
1 806632 868981138
1 607463 -329322643
1 579531 526482079
2 428536 969232
1 680457 -659444485
2 123990 828808
1 675838 729494802
1 66197 572839216
1 15366 637621825
1 377837 -976750491
2 117251 839764
2 336268 988638
1 383016 -628452038
1 512070 -863323819
1 347154 -130503417
1 608844 235571716
1 234149 724047602
1 698138 473988316
1 18416 993518305
1 4748 -193805426
1 973894 845837651
1 894032 -305966696
1 540222 -241944728
1 830486 44408330
1 93320 -184047369
1 196633 -761585145
2 40543 508691
1 465768 525171843
1 105172 -281666126
1 27308 824744167
2 578119 767264
1 176424 951762173
1 861555 -125195502
1 628795 -344415558
1 592928 618365852
1 913444 598168011
1 15266 -185553921
1 284806 839789436
1 222021 618602935
1 706258 -863802786
2 118277 723231
1 586668 -73279828
1 46570 310934609
1 74683 546224474
1 58952 -38189255
1 666157 -469967435
2 374157 876373
2 395188 518970
1 365573 514990987
2 157348 594953
2 674357 955474
1 265517 -958796929
1 57655 373102037
1 805237 878236276
1 993151 912207565
1 127686 663933408
1 981094 -29698054
1 871812 181109489
1 894288 111483476
1 997689 -379777505
1 552116 -331699029
1 201363 -827311384
2 305815 537250
1 46826 -706597672
2 656880 699940
1 250089 -984167775
1 994165 -602388477
1 428200 -645728691
1 844066 -202514940
1 415131 -579000353
2 464608 971635
2 49507 508554
1 648834 655912977
2 649427 854421
1 118225 -448022866
1 632569 105819923
1 576310 -542009143
1 71858 960228569
1 818443 -775119977
1 961342 -959365513
1 644554 -200512512
1 577131 -964995990
1 285294 494413971
1 885314 -810563188
1 28307 665127382
1 918311 271658830
2 710754 874903
1 437601 -455353684
2 315579 873476
2 487125 490104
1 15604 -334907297
2 352095 378357
1 827850 -283096770
1 923655 -372947750
2 478247 787607
1 506801 -958312114
2 689851 983248
1 884226 -409378763
1 336653 621024844
1 134958 102710934
1 550094 616924854
1 517485 -165486993
1 545236 14088536
1 356262 208844140
1 344236 667768965
2 258352 756580
1 448989 -776059677
1 793508 371202335
1 358404 -502198570
2 71368 479155
1 256385 290231253
2 429216 523453
2 482781 529299
1 232073 364760093
1 363924 26589282
1 460058 951603644
1 449436 -318515026
1 266138 -911438536
2 115373 461773
1 170957 -681828696
1 631678 140737372
1 292103 367679052
1 207959 -860621018
1 283985 -185315162
1 354231 601485668
1 746948 -122114008
1 635393 -389745851
2 565282 735329
1 109971 -834355182
1 573498 -883784911
2 7280 178062
1 561011 457323579
1 939004 419096622
2 113368 320010
1 376711 560395646
1 19013 -707844285
1 851706 -871451920
1 914311 63812389
1 607463 923946450
1 2084 89499498
1 23725 404357185
1 348114 757415428
1 87977 -504754914
2 69514 208650
1 499280 -128803010
2 132066 882975
1 553675 377385098
1 286328 -65071259
2 218435 594367
1 788913 -661879327
1 521179 -843462796
2 150482 511230
2 207520 515555
2 375606 943065
1 606373 16144547
2 756749 931534
1 205433 134796654
2 917631 981355
1 330722 -350751642
1 802255 517161891
1 651791 136584710
1 861012 -350066516
1 855127 592476067
1 882577 -665017603
1 123379 -370644697
2 302059 608984
2 148344 368662
1 163404 -113777689
1 882790 370247450
1 223967 197428227
2 8612 100687
1 539412 755491097
1 253229 308882716
1 90147 324817722
2 430175 881701
2 265084 901085
1 746802 -116328466
2 173540 184267
1 470945 230410531
1 841686 -878157812
1 11094 427379954
1 563628 145992740
1 296028 -506803710
2 212441 246844
1 731244 -193786166
2 378769 996193
1 475081 885827458
1 384693 15259295
1 441624 963746716
1 298248 237726199
1 21036 -947931485
1 491208 480146161
2 764799 893982
1 719928 -468167492
1 503212 329621609
1 974591 88990625
2 334396 475020
1 725575 -595978821
2 258264 402659
2 566804 836845
1 886233 679591899
1 942236 -294510418
1 918909 -556961453
1 739178 255064287
1 163897 -499736461
2 165025 819798
1 860887 -953986139
1 241358 -345694528
2 80211 874514
2 388301 545845
1 533089 52824009
1 913069 854770098
1 650998 -367221953
1 757906 -819919438
1 889612 228612929
2 98549 649444
1 951460 -235951286
1 843990 -422039297
1 77272 761990735
1 966297 422773267
1 338116 -301710634
1 586337 -199771026
1 543027 889448937
1 318945 290207007
1 771659 724272459
1 788879 -683650082
1 633597 920149139
1 692402 56168371
1 437362 -975055962
1 445192 -722706707
1 858894 168784789
1 293325 -9178520
1 396502 -931035372
1 665319 -950892827
1 667301 277505458
1 957793 879820452
1 278423 -938220465
1 114358 725961006
2 366769 501845
1 501847 -778449681
2 344057 847339
1 413545 547804815
1 458701 656430692
1 278625 985243439
1 646191 -263956177
1 408978 179733391
1 490634 14332572
1 985131 678101383
1 666081 997234897
1 132588 479539818
2 45671 71547
1 264138 -982032180
2 639839 641126
1 33883 544999530
1 750252 -460905129
1 858550 -543594040
1 325609 253600018
1 195419 428389921
1 950935 759262663
1 848063 -952593947
1 479163 586583340
1 977037 615204780
1 952015 376559430
1 79869 439512866
1 985959 -432013755
1 177674 -387753221
1 613773 -295650296
2 148686 324902
1 103830 -615878204
2 178658 839893
1 920695 825044131
1 723952 -572121202
1 451126 -860408410
1 651773 -315185936
1 415662 394100867
1 383668 -416224556
2 91426 455874
1 434660 42153634
1 475210 -410704833
1 614406 -519034989
2 785650 893662
1 582628 64525249
1 124587 -529755337
1 414221 292421109
1 247167 -146596041
1 421145 853384440
1 733547 -200372373
1 549194 -162999119
1 640112 724613397
1 501291 855078347
2 321167 434756
2 312781 493193
1 324953 33921227
1 25389 -917968497
1 266774 -319384976
1 476745 -153394038
1 529653 17977125
1 53821 -197032829
1 284137 334939500
1 367892 977176729
1 218260 -988610901
1 188228 -476872834
1 594173 382848741
1 853605 -86427212
1 640764 -3437083
1 102747 518495826
2 518626 623639
1 712274 -813565230
2 180556 187784
1 156920 -157612521
2 106265 372112
1 766140 -687323785
1 823435 512843665
1 709970 -600907927
1 443732 3086742
1 91631 -967134398
2 69571 250021
1 498378 544041315
1 925539 -844811256
2 326242 493257
1 663507 109230173
1 231260 499585015
1 778181 -944724543
2 881237 969607
2 139081 340327
1 718671 532761925
1 861337 98599184
1 328593 -870935338
1 467679 79864351
1 352966 490961489
1 131404 298739336
1 259271 -979394772
1 476014 -81847069
1 191368 -18253388
1 621057 -337515506
1 510476 -983517
2 286825 311039
2 204350 557284
1 972742 -67543352
1 265610 -520458455
1 731380 338988292
1 675647 -339545539
1 456146 458329328
1 662239 512233073
2 607909 833379
2 121846 479763
1 789854 848706423
1 508509 -454071728
1 938764 194526040
1 955566 142512856
2 3967 171831
1 743455 -293756428
1 334210 294187923
1 270028 687559669
2 340263 933069
1 495661 928439551
1 781354 638779741
1 327015 736425505
1 983865 100701638
2 317130 497563
1 466845 420322276
2 262995 320715
2 435515 547670
1 677286 -209935175
2 27060 418019
1 116135 -455757430
2 607174 937735
1 200101 510495378
1 31250 937980870
2 97531 475135
2 486469 825897
1 779159 -429801870
1 510875 -346939792
1 887595 400653926
1 427939 677785935
2 107377 732817
1 55965 -852906580
2 247384 519772
1 936318 912766226
1 436567 -544463436
1 169915 -371934509
1 257542 -955831823
1 544887 -689056011
2 552388 690668
2 294319 792672
2 412510 488580
2 341433 591738
1 896573 -454920557
1 451714 -628706388
2 398862 592597
1 895944 885568906
2 695448 897522
1 55396 647587842
1 620775 -989757494
1 92376 33432003
1 528094 -935961010
1 775245 200620997
1 221133 -91108660
1 41456 -219736012
1 908404 623624286
1 193013 53781230
1 991754 370229730
1 213897 -171228765
1 83861 -323285581
1 468194 -255078951
1 181387 360974234
2 139927 819520
2 210203 565908
2 218340 974328
1 242369 718381334
2 163178 451248
2 978621 986446
1 383863 466627951
2 485950 805645
1 371120 -492227421
1 539392 370099990
1 878558 -550170302
1 929462 693690836
1 920272 -979662221
2 34684 358844
1 358422 -807292089
1 910847 -833301754
1 131840 -583607775
1 323834 354519674
1 396397 -475165822
2 656 912470
2 478887 616297
1 357344 -514848599
1 60670 647965273
1 634083 172375475
1 299849 3334837
1 942515 -574447604
1 470233 -22020522
1 504638 69124288
2 724683 740763
2 798739 908933
1 921090 -468745829
1 40541 -992549853
1 476478 -917806198
1 573178 -724910631
1 582663 -277179610
1 766611 547386972
1 979739 251646395
2 47067 846810
1 7202 218804399
1 26054 -571451286
1 272730 999349031
1 804451 329157344
1 608721 -265942198
2 310015 760120
1 489640 642391194
1 575569 -228063232
1 548980 20986769
1 421496 -658695319
1 794577 62220883
1 412345 -886663175
1 598607 -14437301
1 243331 -628465905
1 157141 -750813277
2 384253 475263
1 280970 513687635
1 764850 -396108962
1 245584 901488207
2 712809 799116
1 252598 265705391
2 243942 866380
1 955085 -495088010
1 829071 -519601176
2 612810 658365
1 75932 946247287
1 603362 -326622349
1 612155 -583796099
1 355744 172812337
1 323804 956607835
2 27394 605093
2 419323 887567
2 466268 743104
1 685891 -724962054
1 231604 137849045
1 863235 -389171629
1 534990 595345326
1 657969 936576702
1 613616 639163875
1 703791 987290837
1 862212 -879411879
1 548986 28134295
1 849779 754581665
1 536607 730760611
1 867796 197799560
1 684974 30447354
1 177796 -479483692
2 478408 494568
2 73396 147290
1 829791 -461665170
1 732526 320554449
2 375399 739590
1 799582 -842086578
1 784347 -146425791
1 433644 -40373778
1 417650 -207929315
2 822030 934758
1 381629 27310354
2 27082 559983
1 968836 658737543
1 783218 484716724
1 640690 274268773
1 518137 627398133
1 878637 299049202
1 691322 -286262761
1 975216 28876373
1 231947 259063894
1 891939 -165695659
2 275982 590233
1 864335 -911296145
2 432775 636680
1 468192 -30789984
1 371811 -54961467
1 753862 739776255
1 76226 919817308
1 999416 937647024
1 662573 -137592354
2 29975 282470
2 277949 586435
2 297737 317513
2 292218 342656
1 529997 -56882588
1 334008 -304619316
1 150498 60780160
1 226314 889728748
1 601975 -669528739
1 333655 87142172
1 615107 436664491
1 950175 898478001
1 130874 -443791715
1 101818 971331477
2 211447 942348
1 278914 -85561666
1 445891 -47728791
1 344297 324263517
1 393575 -741414290
2 489039 856590
2 287138 378799
1 74216 -127956824
1 284938 -153741823
1 452790 -803615066
1 556346 688001731
1 311283 197036775
1 987598 -973378936
1 109861 -753678321
2 203266 743098
1 523785 51379141
1 905933 -572868654
2 298070 837272
1 278873 -837949243
1 355071 191812223
2 401914 637978
2 665980 999767
1 826829 755449016
2 370460 487356
1 248640 903150887
1 852306 873900743
1 266855 781537910
1 301454 731018247
2 304508 858745
2 221766 297065
1 918784 82440000
1 249210 -89147212
2 270988 761109
1 896015 186539702
1 937459 -425619604
1 62982 -774878086
1 83206 281199304
1 117082 403932276
1 347019 346615713
1 263598 803149987
1 719414 818121391
1 881755 399899935
1 312088 835483467
1 866501 -67069442
1 935726 816201929
1 45796 184622073
1 581725 -243782874
1 655132 -482800820
1 37716 44488715
1 165510 -509980651
1 267328 -195999278
1 97912 -966561631
1 115044 -63637493
1 381997 -1852760
1 884356 608013609
1 292289 -652727944
1 807105 992737791
1 635427 318118574
1 757150 -260979249
1 425082 -557664509
1 895193 172338102
2 488110 807834
1 250461 -658635833
2 212910 302047
2 262213 315822
1 380026 1823067
2 152949 360262
1 672401 321718211
1 892134 -446049625
1 9831 -715675679
2 343494 811566
1 651087 -650064251
1 410907 -909023593
1 688992 855281884
1 957395 -339589549
1 59705 -82649273
1 208672 210745238
2 535676 813345
1 573235 803931508
1 218853 -364102455
1 29770 607933505
1 176536 662682810
2 601264 666958
1 414703 705830032
1 621379 345707689
1 596321 -76476043
1 949532 404046957
1 409537 769560271
1 390318 -361306796
1 345401 235320646
